100	33385.0
200	30405.5
300	43331.5
400	35623.5
500	37622.0
600	44378.5
700	48844.0
800	57239.0
900	65723.5
1000	72792.0
1100	79927.0
1200	93967.5
1300	89569.0
1400	101956.0
1500	111325.5
1600	96199.5
1700	80143.0
1800	92998.5
1900	102753.0
2000	115037.5
2100	125095.5
2200	119097.5
2300	120697.0
2400	120412.0
2500	129438.0
2600	144966.5
2700	133765.5
2800	141680.0
2900	145729.0
3000	143516.0
