100	93726.5
200	21356.0
300	44947.0
400	69687.0
500	89779.0
600	132357.5
700	177739.0
800	219869.0
900	286778.5
1000	337997.53
1100	410557.03
1200	485654.47
1300	568166.0
1400	654300.06
1500	771633.44
1600	855205.94
1700	986090.6
1800	1083431.8
1900	1195369.1
2000	1356123.2
2100	1502114.2
2200	1629505.9
2300	1785371.5
2400	1937941.9
2500	2095517.2
2600	2267008.2
2700	2482366.8
2800	2638711.2
2900	2816863.8
3000	3045470.5
