100	144078.0
200	147036.5
300	110516.5
400	166095.5
500	239508.0
600	335208.5
700	446536.88
800	563248.25
900	725174.8
1000	863746.9
1100	1036174.25
1200	1268899.4
1300	1474045.0
1400	1711114.8
1500	1994218.1
1600	2733653.8
1700	2963604.5
1800	3317567.2
1900	3764756.2
2000	4183415.2
2100	4620645.5
2200	5081074.5
2300	5597077.0
2400	6099186.5
2500	6667968.0
2600	7179090.0
2700	7787915.0
2800	8394960.0
2900	9052975.0
3000	9734182.0
